#MenusAndUI

sytx901	&New Game
coco008	Ότι κι αν είναι, θα πρέπει να περιμένει.
coco009	Μπα, που να πάρει, Eva! Υπέγραψε το μόνη σου τέλος πάντων, εντάξει; Είμαι απασχολημένος!
coco010	Eva, σε παρακαλώ. Χρειάζομαι λίγο χρόνο μόνος μου.
coco011	Πες τους ότι δεν ήρθαν ακόμα οι επιταγές!
coco012	Μιλάω στο τηλέφωνο!
coco013	Αν με ξαναειδοποιήσεις, στ'ορκίζομαι ότι θα πηδήξω απ'το παράθυρο!
coco014	Προσπαθείς να χάσεις τη δουλειά σου;
cotx017	papers
coma018	Είναι όλα άνω κάτω!
coma019	Κι άλλο σκουπιδαριό που δεν έχω το χρόνο να ψάξω...
coma020	Πολύ θα ήθελα να ψάξω το γραφείο του Don, αλλά έχω αργήσει για την δηλητηρίαση!
coma021	Δεν υπάρχει χρόνος για λεηλασίες! Όλοι είναι στη δηλητηρίαση εκτός από μένα!
coma022	Θα έρθω μετά τη δηλητηρίαση και θα ερευνήσω όλο το δωμάτιο!
cotx023	papers
cotx024	papers
cotx025	files
coma026	Και μόνο που σκέφτομαι το "σύστημα" αρχειοθέτησης του Don με πιάνει σύγκρυο.
cotx027	files
cotx028	memo
coma029	"Προς όλους τους Υπαλλήλους του Υπουργείου Θανάτου, από το Γραφείο Αδειών:
coma030	Οι υπάλληλοι που εκπλήρωσαν τις ανάλογες πωλήσεις καλούνται να γιορτάσουν τη Μέρα των Νεκρών σαν αργία...
coma031	...εφόσον αναπληρώσουν τον χαμένο χρόνο το επόμενο σαββατοκύριακο". Idiota!
cotx032	memo
coma033	"Μήνυμα από το γραφείο του Don Copal:
coma034	Έι! Οι εντολές εργασίας αναθέτονται από το γραφείο μου, και δεν είναι ανταλλάξιμες μεταξύ των πωλητών!
coma035	Ανταλλαγές, πωλήσεις και ιδιαίτερα ΚΛΟΠΕΣ εντολών εργασίας θα έχουν ως αποτέλεσμα ΑΥΣΤΗΡΕΣ πειθαρχικές ενέργειες."
cotx036	tube
coma037	Ώστε, λοιπόν, εδώ στέλνει ο Copal όλες τις αιτήσεις εργασίες.
coma038	Γιατί καμία από τις καλές δε φτάνει στο γραφείο μου;
cotx039	board
coma040	Χμμμ...  "Ίσες ευκαιρίες στο χώρο εργασίας είναι Ο ΝΟΜΟΣ..."
coma041	Εκπληκτικό. Αυτό κρέμεται στο γραφείο του Don εδώ και πάρα πολύ καιρό και αυτός προφανώς δεν το έχει διαβάσει ποτέ.
cotx015	window
coma042	Έι, αυτή η μαρκίζα δε φαίνεται τόσο στενή από εδώ μέσα!
cotx016	door
coma043	Αν βγω από εκεί, όλοι θα ξέρουν ότι ψαχούλευα εδώ μέσα.
lrtx001	Bruno
lrma002	Εχ, οι ζωντανοί εξακολουθούν να με ανατριχιάζουν.
lrma003	Κοίτα τους ανόητους φουκαράδες...
lrma004	Χαμόγελα φανταχτερά και πλατιά όπως και η λεπίδα στο δρεπάνι μου...
lrma005	Σύντομα, θα έρθω γι'αυτούς.
lrma006	Έτσι έμοιαζα όταν ήμουν ζωντανός;
lrma007	Είναι ο φόβος του Θανάτου που μας κάνει όλους τέρατα.
lrma008	Μπου!
lrma009	Το τρόμαγμα των ζωντανών απαγορεύεται κανονικά από τους κανόνες, αλλά όλοι το κάνουμε.
lrma010	Αν τους τρομάξω του θανατά τότε θα γίνουν πελάτες μου, αλλά θα κατηγορηθώ ποινικά για σύγκρουση συμφερόντων.
lrma011	Ψιτ. Εγώ είμαι, ο Θάνατος. Θα σε δω σύντομα, εντάξει;
lrma012	Ξέρω ότι δε μπορείς να μ'ακούσεις, αλλά προσπάθησε να νιώσεις ότι σου πω κάτω βαθιά στην ψυχή σου...
lrma013	Μη...  φας...   το...  gazpacho...
lrma014	Ε, καλή και η πλάκα, αλλά έχω δουλειά να κάνω.
lrtx015	body
lrma016	Δέσμια μόνο από το λεπτό περίβλημα της θνησιμότητας, μια ψυχή κείτεται εδώ, αγωνιζόμενη να ελευθερωθεί.
lrma017	Και έτσι θα γίνει, χάρη σε ένα μπωλ από χαλασμένο gazpacho, και έναν άνθρωπο ονόματι Calavera.
lrma018	Δε μπορώ να κουβαλήσω ολόκληρο το πακέτο έξω από εδώ.
lrma019	Πρέπει να ανασχηματίσει τη θνητή του μεμβράνη, και τότε μπορούμε να "σπάσουμε".
lrma020	Δε γίνεται να χρησιμοποιήσω τα χέρια. Είμαι επαγγελματίας.
lrbr021	Ωραίο μπουρνούζι.
lrtx022	woman
lrma023	Δε μπορώ να πάρω τους ζωντανούς. Πρέπει να περάσουν μέσα από κανάλια.
lrtx024	police officer
lrtx025	woman
lrtx026	food
lrma027	Πρέπει να ομολογήσω πως αυτό το φαγητό φαίνεται πολύ καλό.
lrma028	Σ'αυτό το κόσμο, το μόνο που μπορώ να κάνω, είναι να κοιτάω, να μυρίζω και να θερίζω.
lrma029	Δε μπορώ να θερίσω χάμπουργκερ.
lrma030	Τις αγελάδες αναλαμβάνει εντελώς διαφορετικό γραφείο, για να μην πω και για το μαρούλι.
lrtx031	milkshake
lrma032	Η αλήθεια να λέγεται, θα προτιμούσα να ελευθέρωνα τη ψυχή του μιλκ-σέηκ.
lrma033	Δε μπορώ να θερίσω το μιλκ-σέηκ. Μόνο να το μυρίσω.
lrma034	Μμμμμ... μυρίζει σαν τον τέλειο πελάτη...
lrma035	Πλούσιο, και γλυκό!
lrtx036	door
lrma037	Όχι. ΔΕΝ φεύγω χωρίς πελάτη!
lrma038	Ο Copal θα με κάνει από κείνες τις καμπανίτσες που χτυπάνε με τον αέρα.
pkma001	Αχ! Αυτή η μυρωδιά!
pktx002	nozzle
pkma003	Ένα από τα χημικά για το υλικό πακεταρίσματος βγαίνει από κει.
pktx005	nozzle
pktx006	puddle
pkma007	Είναι μια μάζα από τον αφρό πακεταρίσματος.
pkma008	Είναι μια αηδιαστική χημική λάσπη.
pkma009	Όχι ευχαριστώ. Αυτό το πράγμα μυρίζει απαίσια, δικέ μου.
pkma010	Δε πρόκειται να λερώσω τα χέρια μου μ'αυτό το πράγμα.
pkma011	Αυτό το μπαλόνι είναι γεμάτο μ'ένα σκουρόχρωμο χημικό.
pkma012	Αυτό το μπαλόνι είναι γεμάτο μ'ένα ανοιχτόχρωμο χημικό.
pktx014	coffin
pkma015	Γι' αυτούς που απολαμβάνουν τα ταξίδια χωρίς να τους ενοχλούν.
pkma016	Bruno; Είσαι σε κάποιο απ'αυτά;
pkma017	Πρέπει να τον πήραν ήδη.
pktx013	door
dotx093	Scotch
dotx095	scotch
doma096	Ούτε καν ΚΡΥΒΕΙ τα ποτά του στην αρχειοθήκη του.
doma097	Τι σόι πωλητής είναι;
doma098	Φαίνεται για πολύ ποιοτικό ουίσκι.
dodo099	Πιες λίγο, Manny, έτσι για να μην ξεχάσεις τη γεύση του ποιοτικού.
dotx100	tube
doma101	Ο στιλάτος κόκκινος σωλήνας του Dom δεν έχει μηνύματα.
doma102	Του έχει βάλει κλειδαριά!
doma103	Δεν μπορώ να το πιστέψω ότι δε με εμπιστεύεται!
dotx104	diplomas
doma105	Φτηνιάρικα διπλώματα με το κιλό!
doma106	Κοίτα πόσα διπλώματα!
dodo107	Πρέπει να έχεις την κατάλληλη νοοτροπία για να πάρεις τέτοια διπλώματα, Manny!
doma108	Αλήθεια; Εγώ νόμιζα πως έπρεπε να έχεις τα κατάλληλα γραμματόσημα.
doma109	Έχω πολλά δικά μου.
dotx110	computer
doma111	Θα προσπαθήσω να μαντέψω τον κωδικό του...
doma112	Όχι. Δεν είναι "ΤΟ ΧΡΥΣΟ ΠΑΙΔΙ."
doma113	Και δεν είναι ούτε και "O ΚΥΡΙΟΣ ΝΤΙ."
doma114	Τα ίδια με το "ΝΤΟΜΟΥΛΗΣ."
doma115	Το "ΞΙΠΑΣΜΕΝΟΣ ΑΠΑΤΕΩΝΑΣ" δε λειτουργεί...
doma116	Φιου. Φοβήθηκα ότι μπορεί να ήταν "ΕΥΑ."
doma117	Λοιπόν, του αρέσει πολύ το "ΜΠΟΞ", αλλά δεν είναι αυτό.
doma118	Όχι "ΑΠΛΗΣΤΙΑ."
doma119	Όχι "ΑΛΑΖΟΝΕΙΑ."
doma120	Όχι "ΣΚΑΡΤΟΣ."
doma121	Τα παρατάω.
doma122	Έι, Dom. Ποιός είναι ο κωδικός για τον υπολογιστή σου;
dodo123	Μακριά απ'τον υπολογιστή μου, Manny.
dotx125	Domino
doma126	Είναι ο Domino Hurley, ο πιο ιδρωμένος άνθρωπος του γραφείου.
dodo127	Πρέπει να ιδρώσεις για να πουλήσεις, Cally, και το ξέρεις.
doma128	Δε έχει βόλτα στη πλάτη του σήμερα.
doma168	Μια απ'αυτές τις μέρες όμως, οπωσδήποτε..
dotx129	pictures
doma130	Είναι εικόνες του Domino που ανταλλάσει χειραψίες με διάσημους νεκρούς.
doma131	Αυτές οι εικόνες είχαν και κορνίζες;
dodo132	Αυτό το κοστούμι είχε και τρύπες;
doma133	Δεν ενδιαφέρομαι.
dotx134	drawer
doma135	Δεν έχει τίποτα άλλο μέσα.
doma136	Υπάρχει κάτι που λάμπει εκεί μέσα.
doma137	Συρτάρια γραφείου; Εγώ δεν έχω συρτάρια γραφείου!
dodo138	Έι! Φύγε από κει, Calavera!
doma139	Τι στο;
dotx140	coral
doma141	"Συγχαρητήρια, Domino, για τη νέα σου δουλειά!  -- Hector"
doma142	Δεν κάνει πολλά, παρά λάμπει.
doma143	Δε μπορώ καν να φανταστώ τρόπο για να χρησιμοποιήσω το κοράλλι εκεί.
dotx144	speed bag
doma145	Τι αθλητής.
dotx147	mouthpiece
doma148	Υπάρχει ένα τέλειο γύψινο πρόπλασμα των δοντιών μου εκεί μέσα!
doma149	Το επιστόμιο είναι γεμάτο Fil-A-Dent.
doma150	Είναι το επιστόμιο του Domino.
doma151	Γιατί το κουβαλάω αυτό;
doma152	Αχχ. Ο Domino το είχε αυτό στο στόμα του.
doma153	Ναι. Προσαρμόζεται τέλεια.
doma154	Ουόου, αυτό άφησε ένα τέλειο αποτύπωμα των δοντιών μου.
doma155	..και μια γεύση από κιμωλία, επίσης.
doma156	Ιιιχ!
doma157	Λοιπόν, τώρα ξέρω τι γεύση έχει ο Domino.
doma158	Δε θέλω να χαλάσω το δοντο-καλούπι μου!
doma159	Δε θέλω να φτιάξω αποτύπωμα από αυτό.
